date,pollution,dew,temp,wnd_spd,snow,rain
2010-01-08 10:00:00,135.0,-17,-10.0,0.89,0,0
2010-01-08 11:00:00,155.0,-16,-10.0,0.89,0,0
2010-01-08 12:00:00,198.0,-16,-9.0,3.13,0,0
2010-01-08 13:00:00,250.0,-15,-8.0,4.92,0,0
2010-01-08 14:00:00,200.0,-16,-8.0,0.89,0,0
2010-01-08 15:00:00,231.0,-16,-8.0,1.78,0,0
2010-01-08 16:00:00,250.0,-16,-8.0,2.67,0,0
2010-01-08 17:00:00,212.0,-17,-8.0,0.89,0,0
2010-01-08 18:00:00,219.0,-17,-9.0,0.45,0,0
2010-01-08 19:00:00,227.0,-17,-11.0,1.34,0,0
2010-01-08 20:00:00,226.0,-17,-12.0,1.79,0,0
2010-01-08 21:00:00,225.0,-18,-14.0,1.79,0,0
2010-01-08 22:00:00,168.0,-16,-9.0,4.92,0,0
2010-01-08 23:00:00,169.0,-16,-11.0,6.71,0,0
2010-01-09 00:00:00,165.0,-17,-13.0,0.89,0,0
2010-01-09 01:00:00,159.0,-17,-13.0,3.13,0,0
2010-01-09 02:00:00,167.0,-17,-14.0,4.92,0,0
2010-01-09 03:00:00,196.0,-17,-15.0,8.05,0,0
2010-01-09 04:00:00,169.0,-17,-13.0,9.84,0,0
2010-01-09 05:00:00,155.0,-19,-16.0,13.86,0,0
2010-01-09 06:00:00,119.0,-18,-15.0,17.88,0,0
2010-01-09 07:00:00,106.0,-19,-15.0,21.9,0,0
2010-01-09 08:00:00,93.0,-18,-14.0,25.92,0,0
2010-01-09 09:00:00,84.0,-18,-9.0,5.81,0,0
2010-01-09 10:00:00,73.0,-17,-7.0,11.62,0,0
2010-01-09 11:00:00,66.0,-17,-6.0,17.43,0,0
2010-01-09 12:00:00,40.0,-16,-6.0,23.24,0,0
2010-01-09 13:00:00,49.0,-16,-5.0,28.16,0,0
2010-01-09 14:00:00,50.0,-15,-4.0,33.08,0,0
2010-01-09 15:00:00,49.0,-14,-4.0,37.1,0,0
2010-01-09 16:00:00,41.0,-15,-4.0,38.89,0,0
2010-01-09 17:00:00,37.0,-15,-4.0,1.79,0,0
2010-01-09 18:00:00,45.0,-15,-7.0,3.13,0,0
2010-01-09 19:00:00,44.0,-15,-6.0,3.13,0,0
2010-01-09 20:00:00,54.0,-15,-7.0,4.92,0,0
2010-01-09 21:00:00,50.0,-15,-6.0,3.13,0,0
2010-01-09 22:00:00,47.0,-15,-8.0,0.45,0,0
2010-01-09 23:00:00,66.0,-15,-8.0,0.9,0,0
2010-01-10 00:00:00,75.0,-15,-11.0,0.89,0,0
2010-01-10 01:00:00,82.0,-17,-13.0,1.78,0,0
2010-01-10 02:00:00,66.0,-17,-12.0,4.91,0,0
2010-01-10 03:00:00,83.0,-17,-13.0,8.04,0,0
2010-01-10 04:00:00,62.0,-19,-14.0,9.83,0,0
2010-01-10 05:00:00,40.0,-18,-13.0,12.96,0,0
2010-01-10 06:00:00,23.0,-19,-13.0,16.09,0,0
2010-01-10 07:00:00,25.0,-19,-14.0,19.22,0,0
2010-01-10 08:00:00,27.0,-19,-14.0,22.35,0,0
2010-01-10 09:00:00,35.0,-17,-12.0,24.14,0,0
2010-01-10 10:00:00,50.0,-16,-7.0,4.02,0,0
2010-01-10 11:00:00,70.0,-15,-7.0,3.13,0,0
2010-01-10 12:00:00,75.0,-15,-7.0,6.26,0,0
2010-01-10 13:00:00,58.0,-14,-6.0,9.39,0,0
2010-01-10 14:00:00,70.0,-14,-6.0,12.52,0,0
2010-01-10 15:00:00,68.0,-13,-5.0,14.31,0,0
2010-01-10 16:00:00,71.0,-14,-5.0,16.1,0,0
2010-01-10 17:00:00,88.0,-14,-6.0,19.23,0,0
2010-01-10 18:00:00,84.0,-13,-7.0,23.25,0,0
2010-01-10 19:00:00,83.0,-15,-6.0,27.27,0,0
2010-01-10 20:00:00,66.0,-15,-6.0,30.4,0,0
2010-01-10 21:00:00,27.0,-15,-4.0,35.32,0,0
2010-01-10 22:00:00,24.0,-16,-4.0,44.26,0,0
2010-01-10 23:00:00,22.0,-17,-5.0,52.31,0,0
2010-01-11 00:00:00,23.0,-17,-6.0,60.36,0,0
2010-01-11 01:00:00,27.0,-17,-8.0,0.89,0,0
2010-01-11 02:00:00,23.0,-19,-11.0,4.02,0,0
2010-01-11 03:00:00,17.0,-20,-11.0,8.94,0,0
2010-01-11 04:00:00,17.0,-21,-11.0,4.02,0,0
2010-01-11 05:00:00,16.0,-22,-12.0,3.13,0,0
2010-01-11 06:00:00,16.0,-22,-12.0,4.92,0,0
2010-01-11 07:00:00,20.0,-22,-13.0,5.81,0,0
2010-01-11 08:00:00,20.0,-22,-9.0,13.86,0,0
2010-01-11 09:00:00,18.0,-22,-10.0,21.91,0,0
2010-01-11 10:00:00,25.0,-22,-9.0,29.06,0,0
2010-01-11 11:00:00,26.0,-21,-9.0,33.08,0,0
2010-01-11 12:00:00,27.0,-20,-6.0,42.02,0,0
2010-01-11 13:00:00,28.0,-19,-5.0,50.96,0,0
2010-01-11 14:00:00,15.0,-19,-5.0,59.01,0,0
2010-01-11 15:00:00,24.0,-20,-5.0,66.16,0,0
2010-01-11 16:00:00,13.0,-20,-5.0,71.97,0,0
2010-01-11 17:00:00,13.0,-20,-5.0,76.89,0,0
2010-01-11 18:00:00,13.0,-20,-7.0,81.81,0,0
2010-01-11 19:00:00,17.0,-22,-7.0,85.83,0,0
2010-01-11 20:00:00,20.0,-22,-8.0,89.85,0,0
2010-01-11 21:00:00,27.0,-23,-10.0,91.64,0,0
2010-01-11 22:00:00,20.0,-23,-13.0,93.43,0,0
2010-01-11 23:00:00,15.0,-22,-12.0,0.89,0,0
2010-01-12 00:00:00,21.0,-22,-15.0,1.78,0,0
2010-01-12 01:00:00,21.0,-22,-14.0,1.79,0,0
2010-01-12 02:00:00,37.0,-22,-14.0,0.89,0,0
2010-01-12 03:00:00,26.0,-24,-18.0,1.79,0,0
2010-01-12 04:00:00,15.0,-24,-13.0,3.58,0,0
2010-01-12 05:00:00,9.0,-25,-14.0,3.13,0,0
2010-01-12 06:00:00,11.0,-24,-14.0,7.15,0,0
2010-01-12 07:00:00,11.0,-25,-12.0,12.96,0,0
2010-01-12 08:00:00,16.0,-26,-14.0,16.98,0,0
2010-01-12 09:00:00,13.0,-25,-12.0,21.0,0,0
2010-01-12 10:00:00,15.0,-25,-11.0,26.81,0,0
2010-01-12 11:00:00,21.0,-24,-11.0,35.75,0,0
2010-01-12 12:00:00,24.0,-23,-11.0,47.82,0,0
2010-01-12 13:00:00,22.0,-22,-11.0,63.02,0,0
2010-01-12 14:00:00,22.0,-23,-11.0,75.98,0,0
2010-01-12 15:00:00,22.0,-22,-11.0,88.05,0,0
2010-01-12 16:00:00,19.0,-23,-11.0,101.01,0,0
2010-01-12 17:00:00,23.0,-24,-11.0,109.06,0,0
2010-01-12 18:00:00,25.0,-24,-11.0,118.0,0,0
2010-01-12 19:00:00,25.0,-23,-11.0,126.05,0,0
2010-01-12 20:00:00,31.0,-23,-12.0,134.1,0,0
2010-01-12 21:00:00,25.0,-24,-12.0,142.15,0,0
2010-01-12 22:00:00,22.0,-23,-12.0,150.2,0,0
2010-01-12 23:00:00,22.0,-23,-12.0,160.03,0,0
2010-01-13 00:00:00,15.0,-24,-12.0,169.86,0,0
2010-01-13 01:00:00,16.0,-24,-12.0,178.8,0,0
2010-01-13 02:00:00,11.0,-25,-12.0,189.98,0,0
2010-01-13 03:00:00,11.0,-24,-13.0,198.03,0,0
2010-01-13 04:00:00,12.0,-25,-12.0,205.18,0,0
2010-01-13 05:00:00,11.0,-25,-12.0,215.01,0,0
2010-01-13 06:00:00,12.0,-25,-12.0,226.19,0,0
2010-01-13 07:00:00,27.0,-25,-12.0,235.13,0,0
2010-01-13 08:00:00,28.0,-25,-12.0,243.18,0,0
2010-01-13 09:00:00,34.0,-23,-11.0,252.12,0,0
2010-01-13 10:00:00,33.0,-23,-10.0,257.93,0,0
2010-01-13 11:00:00,36.0,-22,-9.0,263.74,0,0
2010-01-13 12:00:00,26.0,-21,-8.0,270.89,0,0
2010-01-13 13:00:00,49.0,-21,-6.0,278.94,0,0
2010-01-13 14:00:00,52.0,-20,-5.0,286.99,0,0
2010-01-13 15:00:00,47.0,-22,-5.0,294.14,0,0
2010-01-13 16:00:00,47.0,-21,-5.0,299.06,0,0
2010-01-13 17:00:00,39.0,-19,-7.0,1.79,0,0
2010-01-13 18:00:00,59.0,-19,-8.0,0.45,0,0
2010-01-13 19:00:00,76.0,-20,-9.0,1.34,0,0
2010-01-13 20:00:00,96.0,-19,-10.0,1.79,0,0
2010-01-13 21:00:00,95.0,-19,-13.0,0.89,0,0
2010-01-13 22:00:00,68.0,-18,-12.0,1.78,0,0
2010-01-13 23:00:00,65.0,-18,-13.0,0.89,0,0
2010-01-14 00:00:00,75.0,-18,-14.0,1.78,0,0
2010-01-14 01:00:00,257.0,-20,-15.0,2.67,0,0
2010-01-14 02:00:00,174.0,-20,-15.0,0.89,0,0
2010-01-14 03:00:00,164.0,-20,-16.0,1.78,0,0
2010-01-14 04:00:00,161.0,-20,-16.0,3.57,0,0
2010-01-14 05:00:00,137.0,-21,-17.0,6.7,0,0
2010-01-14 06:00:00,92.0,-19,-14.0,10.72,0,0
2010-01-14 07:00:00,64.0,-21,-17.0,13.85,0,0
2010-01-14 08:00:00,87.0,-19,-15.0,15.64,0,0
2010-01-14 09:00:00,87.0,-19,-14.0,18.77,0,0
2010-01-14 10:00:00,84.0,-18,-10.0,22.79,0,0
2010-01-14 11:00:00,95.0,-17,-9.0,24.58,0,0
2010-01-14 12:00:00,79.0,-16,-6.0,26.37,0,0
2010-01-14 13:00:00,75.0,-17,-5.0,28.16,0,0
2010-01-14 14:00:00,79.0,-16,-5.0,29.95,0,0
2010-01-14 15:00:00,86.0,-15,-4.0,33.08,0,0
2010-01-14 16:00:00,72.0,-16,-4.0,0.89,0,0
2010-01-14 17:00:00,89.0,-15,-5.0,1.79,0,0
2010-01-14 18:00:00,94.0,-14,-3.0,5.81,0,0
2010-01-14 19:00:00,69.0,-16,-3.0,11.62,0,0
2010-01-14 20:00:00,49.0,-15,-4.0,20.56,0,0
2010-01-14 21:00:00,33.0,-16,-5.0,24.58,0,0
2010-01-14 22:00:00,27.0,-17,-6.0,3.13,0,0
2010-01-14 23:00:00,20.0,-18,-6.0,8.05,0,0
2010-01-15 00:00:00,36.0,-19,-7.0,13.86,0,0
2010-01-15 01:00:00,37.0,-17,-8.0,5.81,0,0
2010-01-15 02:00:00,30.0,-18,-10.0,11.62,0,0
2010-01-15 03:00:00,18.0,-19,-10.0,14.75,0,0
2010-01-15 04:00:00,21.0,-19,-9.0,19.67,0,0
2010-01-15 05:00:00,13.0,-19,-9.0,7.15,0,0
2010-01-15 06:00:00,23.0,-20,-9.0,12.96,0,0
2010-01-15 07:00:00,26.0,-19,-9.0,18.77,0,0
2010-01-15 08:00:00,27.0,-19,-8.0,22.79,0,0
2010-01-15 09:00:00,30.0,-19,-8.0,28.6,0,0
2010-01-15 10:00:00,28.0,-19,-7.0,35.75,0,0
2010-01-15 11:00:00,26.0,-18,-6.0,41.56,0,0
2010-01-15 12:00:00,26.0,-18,-5.0,45.58,0,0
2010-01-15 13:00:00,31.0,-17,-4.0,1.79,0,0
2010-01-15 14:00:00,35.0,-16,-3.0,0.89,0,0
2010-01-15 15:00:00,36.0,-17,-3.0,1.78,0,0
2010-01-15 16:00:00,37.0,-17,-2.0,2.23,0,0
2010-01-15 17:00:00,64.0,-15,-5.0,0.89,0,0
2010-01-15 18:00:00,83.0,-15,-6.0,0.89,0,0
2010-01-15 19:00:00,91.0,-15,-6.0,1.78,0,0
2010-01-15 20:00:00,90.0,-14,-6.0,1.79,0,0
2010-01-15 21:00:00,102.0,-14,-8.0,3.58,0,0
2010-01-15 22:00:00,94.0,-14,-10.0,0.89,0,0
2010-01-15 23:00:00,87.0,-15,-11.0,1.78,0,0
2010-01-16 00:00:00,141.0,-15,-11.0,2.67,0,0
2010-01-16 01:00:00,211.0,-16,-13.0,0.89,0,0
2010-01-16 02:00:00,242.0,-16,-12.0,0.89,0,0
2010-01-16 03:00:00,271.0,-16,-13.0,0.89,0,0
2010-01-16 04:00:00,249.0,-15,-12.0,1.78,0,0
2010-01-16 05:00:00,200.0,-14,-10.0,1.79,0,0
2010-01-16 06:00:00,147.0,-15,-10.0,2.68,0,0
2010-01-16 07:00:00,114.0,-15,-11.0,4.47,0,0
2010-01-16 08:00:00,102.0,-15,-11.0,6.26,0,0
2010-01-16 09:00:00,108.0,-14,-9.0,8.05,0,0
2010-01-16 10:00:00,135.0,-14,-9.0,9.84,0,0
2010-01-16 11:00:00,120.0,-13,-6.0,0.89,0,0
2010-01-16 12:00:00,148.0,-13,-5.0,1.79,0,0
2010-01-16 13:00:00,127.0,-12,-4.0,0.89,0,0
2010-01-16 14:00:00,128.0,-12,-3.0,1.78,0,0
2010-01-16 15:00:00,140.0,-12,-3.0,2.67,0,0
2010-01-16 16:00:00,148.0,-11,-3.0,3.56,0,0
2010-01-16 17:00:00,150.0,-11,-4.0,0.89,0,0
2010-01-16 18:00:00,154.0,-12,-7.0,0.89,0,0
2010-01-16 19:00:00,197.0,-12,-7.0,1.78,0,0
2010-01-16 20:00:00,235.0,-12,-8.0,2.23,0,0
2010-01-16 21:00:00,261.0,-12,-9.0,3.12,0,0
2010-01-16 22:00:00,269.0,-13,-11.0,0.89,0,0
2010-01-16 23:00:00,266.0,-14,-11.0,2.68,0,0
2010-01-17 00:00:00,263.0,-15,-12.0,5.81,0,0
2010-01-17 01:00:00,241.0,-14,-11.0,0.45,0,0
2010-01-17 02:00:00,205.0,-14,-11.0,1.34,0,0
2010-01-17 03:00:00,160.0,-14,-12.0,1.79,0,0
2010-01-17 04:00:00,150.0,-14,-12.0,3.58,0,0
2010-01-17 05:00:00,148.0,-14,-10.0,6.71,0,0
2010-01-17 06:00:00,208.0,-14,-11.0,9.84,0,0
2010-01-17 07:00:00,209.0,-15,-10.0,11.63,0,0
2010-01-17 08:00:00,183.0,-13,-10.0,14.76,0,0
2010-01-17 09:00:00,161.0,-13,-8.0,17.89,0,0
2010-01-17 10:00:00,182.0,-12,-6.0,0.45,0,0
2010-01-17 11:00:00,230.0,-11,-5.0,1.34,0,0
2010-01-17 12:00:00,170.0,-11,-4.0,2.23,0,0
2010-01-17 13:00:00,172.0,-11,-3.0,3.12,0,0
2010-01-17 14:00:00,154.0,-10,-1.0,4.01,0,0
2010-01-17 15:00:00,166.0,-11,-1.0,4.46,0,0
2010-01-17 16:00:00,177.0,-10,-1.0,0.89,0,0
2010-01-17 17:00:00,191.0,-10,-3.0,1.78,0,0
2010-01-17 18:00:00,212.0,-10,-5.0,2.67,0,0
2010-01-17 19:00:00,250.0,-10,-6.0,0.89,0,0
2010-01-17 20:00:00,268.0,-11,-7.0,0.45,0,0
2010-01-17 21:00:00,317.0,-10,-7.0,0.9,0,0
2010-01-17 22:00:00,291.0,-11,-9.0,1.35,0,0
2010-01-17 23:00:00,313.0,-12,-9.0,0.89,0,0
2010-01-18 00:00:00,282.0,-12,-10.0,0.89,0,0
2010-01-18 01:00:00,282.0,-13,-11.0,3.13,0,0
2010-01-18 02:00:00,303.0,-11,-9.0,4.92,0,0
2010-01-18 03:00:00,349.0,-13,-10.0,6.71,0,0
2010-01-18 04:00:00,407.0,-13,-11.0,7.6,0,0
2010-01-18 05:00:00,361.0,-13,-11.0,1.79,0,0
2010-01-18 06:00:00,234.0,-14,-11.0,0.89,0,0
2010-01-18 07:00:00,149.0,-14,-11.0,4.02,0,0
2010-01-18 08:00:00,147.0,-14,-11.0,5.81,0,0
2010-01-18 09:00:00,184.0,-11,-6.0,9.83,0,0
2010-01-18 10:00:00,161.0,-10,-5.0,11.62,0,0
2010-01-18 11:00:00,137.0,-9,-3.0,13.41,0,0
2010-01-18 12:00:00,146.0,-8,-1.0,15.2,0,0
2010-01-18 13:00:00,144.0,-9,0.0,16.99,0,0
2010-01-18 14:00:00,154.0,-9,1.0,1.79,0,0
2010-01-18 15:00:00,173.0,-9,1.0,0.89,0,0
2010-01-18 16:00:00,188.0,-8,1.0,0.89,0,0
2010-01-18 17:00:00,203.0,-7,-1.0,2.68,0,0
2010-01-18 18:00:00,233.0,-7,-2.0,0.89,0,0
2010-01-18 19:00:00,408.0,-7,-3.0,0.89,0,0
2010-01-18 20:00:00,435.0,-5,-2.0,0.89,0,0
2010-01-18 21:00:00,403.0,-5,-1.0,1.79,0,0
2010-01-18 22:00:00,360.0,-5,-1.0,3.58,0,0
2010-01-18 23:00:00,402.0,-6,-1.0,0.89,0,0
2010-01-19 00:00:00,358.0,-4,-1.0,1.79,0,0
2010-01-19 01:00:00,383.0,-5,-1.0,4.92,0,0
2010-01-19 02:00:00,332.0,-5,-1.0,6.71,0,0
2010-01-19 03:00:00,274.0,-5,-1.0,8.5,0,0
2010-01-19 04:00:00,256.0,-4,-1.0,10.29,0,0
2010-01-19 05:00:00,302.0,-4,-1.0,11.18,0,0
2010-01-19 06:00:00,330.0,-4,-1.0,12.07,0,0
2010-01-19 07:00:00,367.0,-4,-1.0,13.86,0,0
2010-01-19 08:00:00,297.0,-4,0.0,0.89,0,0
2010-01-19 09:00:00,331.0,-4,0.0,1.79,0,0
2010-01-19 10:00:00,323.0,-4,0.0,0.89,0,0
2010-01-19 11:00:00,339.0,-5,1.0,1.79,0,0
2010-01-19 12:00:00,301.0,-5,1.0,0.89,0,0
2010-01-19 13:00:00,310.0,-4,1.0,1.34,0,0
2010-01-19 14:00:00,305.0,-4,1.0,0.89,0,0
